Airportname,Year,month,value
Saint Petersburg (Pulkovo),2007,7,2188.0
Saratov (central),2007,7,35.1
Sochi,2007,7,149.0
Stavropol (Shpakovskoye),2007,7,63.0
Surgut,2007,7,431.2
Syktyvkar,2007,7,98.81
Tiksi,2007,7,19.5
Tomsk (Bogashevo),2007,7,122.0
Tyumen (Roschino),2007,7,354.4
Ufa,2007,7,358.49
Khabarovsk (MVL),2007,7,23.95
Khabarovsk (New),2007,7,1388.98
Khanty-Mansiysk,2007,7,58.5
Khatanga,2007,7,167.1
Chelyabinsk (Balandino),2007,7,201.67
Reads (tub),2007,7,80.14
Yuzhno-(Khomutovo),2007,7,1450.7
Yakutsk,2007,7,1154.9
Yamburg,2007,7,6.88
Yaroslavl (Tunoshna),2007,7,1211.3
Abakan,2020,8,0.0
Anapa (Vitjazevo),2020,8,0.0
Arkhangelsk (Talagy),2020,8,0.0
Astrakhan (Narimanovo),2020,8,0.0
Trip,2020,8,0.0
Barnaul (Titov Name),2020,8,0.0
Belgorod,2020,8,0.0
Novy Urengoy,2020,8,0.0
Blagoveshchensk (Ignatevo),2020,8,0.0
Bogorodskoe,2020,8,0.0
Bugulma,2020,8,0.0
Vladivostok (Knevichi),2020,8,0.0
Volgograd (Gumrak),2020,8,0.0
Vorkuta,2020,8,0.0
Voronezh (Chertovitskoe),2020,8,0.0
Ekaterinburg (Koltsovo),2020,8,0.0
Zeyskaya,2020,8,0.0
Ivanovo (Yuzhny),2020,8,0.0
Izhevsk,2020,8,0.0
Irkutsk,2020,8,0.0
Kazan,2020,8,0.0
Kaluga (Grabtsevo),2020,8,0.0
Kemerovo,2020,8,0.0
Keperveem,2020,8,0.0
Kirov (Pobedilovo),2020,8,0.0
Kogalym,2020,8,0.0
Komsomolsk-on-Amur,2020,8,0.0
Krasnodar (Paszkowski),2020,8,0.0
Krasnoyarsk,2020,8,0.0
Krasnoyarsk (Cheremshanka),2020,8,0.0
Kursk (Eastern),2020,8,0.0
red,2020,8,0.0
Zabaykalsk,2020,8,0.0
Magadan (Falcon),2020,8,0.0
Makhachkala (Uytash),2020,8,0.0
Mineral water,2020,8,0.0
Peaceful,2020,8,0.0
Moscow (Vnukovo),2020,8,0.0
Moscow (Domodedovo),2020,8,0.0
Moscow (Sheremetyevo),2020,8,0.0
Murmansk,2020,8,0.0
Nadym,2020,8,0.0
Nizhnevartovsk,2020,8,0.0
Kazan (Begiševo),2020,8,0.0
Nizhny Novgorod (Strigino),2020,8,0.0
Nikolaevsk-on-Amur,2020,8,0.0
Novokuznetsk (Spichenkovo),2020,8,0.0
Novosibirsk (Tolmachyovo),2020,8,0.0
New Urengoy,2020,8,0.0
Nogliki,2020,8,0.0
Norilsk,2020,8,0.0
Noyabrsk,2020,8,0.0
Omolon,2020,8,0.0
Omsk (central),2020,8,0.0
Omsukçan,2020,8,0.0
Orenburg (central),2020,8,0.0
Okha,2020,8,0.0
Okhotsk,2020,8,0.0
Penza,2020,8,0.0
Petropavlovsk (Yelizovo),2020,8,0.0
Polar,2020,8,0.0
Samara (Kurumoch),2020,8,0.0
Saint Petersburg (Pulkovo),2020,8,0.0
Saransk,2020,8,0.0
Sochi,2020,8,0.0
Stavropol (Shpakovskoye),2020,8,0.0
Strezhevoy,2020,8,0.0
Surgut,2020,8,0.0
Syktyvkar,2020,8,0.0
Tiksi,2020,8,0.0
Tomsk (Bogashevo),2020,8,0.0
Ust-Tsilma,2020,8,0.0
Tyumen (Roschino),2020,8,0.0
Ulyanovsk (Barataevka),2020,8,0.0
Ulyanovsk (East),2020,8,0.0
Ufa,2020,8,0.0
Khabarovsk (New),2020,8,0.0
Khanty-Mansiysk,2020,8,0.0
Khatanga,2020,8,0.0
Herpuchi,2020,8,0.0
Cheboksary,2020,8,0.0
Chelyabinsk (Balandino),2020,8,0.0
Reads (tub),2020,8,0.0
Çumikan,2020,8,0.0
Shakhtars'k,2020,8,0.0
Yuzhno-(Khomutovo),2020,8,0.0
Yakutsk,2020,8,0.0
Yamburg,2020,8,0.0
Yaroslavl (Tunoshna),2020,8,0.0
Abakan,2019,8,73.06
Anapa (Vitjazevo),2019,8,72.57
Arkhangelsk (Talagy),2019,8,135.68
Astrakhan (Narimanovo),2019,8,79.46
Trip,2019,8,2.08
Barnaul (Titov Name),2019,8,232.98
Belgorod,2019,8,6.16
Novy Urengoy,2019,8,8.3
Blagoveshchensk (Ignatevo),2019,8,267.3
Bogorodskoe,2019,8,0.02
Bugulma,2019,8,1.75
Vladivostok (Knevichi),2019,8,1946.15
Volgograd (Gumrak),2019,8,77.0
Vorkuta,2019,8,8.15
Voronezh (Chertovitskoe),2019,8,20.94
Ekaterinburg (Koltsovo),2019,8,1555.6
Zeyskaya,2019,8,0.82
Ivanovo (Yuzhny),2019,8,41.46
Irkutsk,2019,8,890.58
Kaluga (Grabtsevo),2019,8,8.13
Kemerovo,2019,8,114.85
Keperveem,2019,8,115.0
Kirov (Pobedilovo),2019,8,6.2
Kogalym,2019,8,4.65
Komsomolsk-on-Amur,2019,8,113.67
Krasnodar (Paszkowski),2019,8,623.35
Krasnoyarsk,2019,8,1255.64
Krasnoyarsk (Cheremshanka),2019,8,40.25
Kursk (Eastern),2019,8,0.4
red,2019,8,16.44
Zabaykalsk,2019,8,39.77
Magadan (Falcon),2019,8,626.0
Makhachkala (Uytash),2019,8,328.7
Mineral water,2019,8,132.02
Peaceful,2019,8,702.3
Moscow (Vnukovo),2019,8,3512.55
Moscow (Domodedovo),2019,8,8598.48
Moscow (Sheremetyevo),2019,8,28298.2
Murmansk,2019,8,163.93
Nadym,2019,8,34.71
Nizhnevartovsk,2019,8,162.2
Kazan (Begiševo),2019,8,44.61
Nizhny Novgorod (Strigino),2019,8,70.88
Nikolaevsk-on-Amur,2019,8,3.29
Novokuznetsk (Spichenkovo),2019,8,99.4
Novosibirsk (Tolmachyovo),2019,8,2406.2
New Urengoy,2019,8,338.5
Nogliki,2019,8,3.49
Norilsk,2019,8,795.95
Noyabrsk,2019,8,49.2
Omolon,2019,8,12.0
Omsk (central),2019,8,292.0
Omsukçan,2019,8,27.19
Orenburg (central),2019,8,116.82
Okha,2019,8,5.48
Okhotsk,2019,8,55.94
Penza,2019,8,1.7
Petropavlovsk (Yelizovo),2019,8,1429.89
Pauline Osipenko,2019,8,0.0
Polar,2019,8,88.4
Samara (Kurumoch),2019,8,244.91
Saint Petersburg (Pulkovo),2019,8,2545.0
Saransk,2019,8,0.6
Saratov (central),2019,8,20.1
Sochi,2019,8,290.77
Stavropol (Shpakovskoye),2019,8,63.0
Strezhevoy,2019,8,2.7
Surgut,2019,8,281.26
Syktyvkar,2019,8,47.85
Tiksi,2019,8,38.62
Tomsk (Bogashevo),2019,8,158.62
Ust-Tsilma,2019,8,0.0
Tyumen (Roschino),2019,8,321.8
Ulyanovsk (Barataevka),2019,8,26.78
Ulyanovsk (East),2019,8,25.1
Ufa,2019,8,445.46
Khabarovsk (MVL),2019,8,0.0
Khabarovsk (New),2019,8,1709.6
Khanty-Mansiysk,2019,8,58.86
Khatanga,2019,8,78.35
Herpuchi,2019,8,0.62
Cheboksary,2019,8,2.1
Chelyabinsk (Balandino),2019,8,252.67
Reads (tub),2019,8,281.54
Çumikan,2019,8,2.52
Shakhtars'k,2019,8,0.07
Shushenskoe,2019,8,2.67
Ekimçan,2019,8,0.18
Yuzhno-(Khomutovo),2019,8,833.56
Yakutsk,2019,8,733.29
Yamburg,2019,8,0.07
Yaroslavl (Tunoshna),2019,8,0.0
Abakan,2018,8,70.26
Anapa (Vitjazevo),2018,8,81.2
Arkhangelsk (Talagy),2018,8,165.11
Astrakhan (Narimanovo),2018,8,77.58
Trip,2018,8,2.1
Barnaul (Titov Name),2018,8,244.4
Belgorod,2018,8,3.7
Novy Urengoy,2018,8,9.2
Blagoveshchensk,2018,8,206.3
Bogorodskoe,2018,8,0.31
Bugulma,2018,8,1.41
Vladivostok (Knevichi),2018,8,2296.72
Volgograd (Gumrak),2018,8,67.0
Vorkuta,2018,8,12.6
Voronezh (Chertovitskoe),2018,8,13.55
Ekaterinburg (Koltsovo),2018,8,1614.94
Zeyskaya,2018,8,1.0
Ivanovo (Yuzhny),2018,8,15.55
Irkutsk,2018,8,760.25
Kaluga,2018,8,0.76
Kemerovo,2018,8,116.88
Keperveem,2018,8,69.0
Kogalym,2018,8,10.15
Komsomolsk-on-Amur,2018,8,88.03
Krasnodar (Paszkowski),2018,8,564.69
Krasnoyarsk (Emelyanovo),2018,8,1403.88
Kursk (Eastern),2018,8,0.3
red,2018,8,4.8
Zabaykalsk,2018,8,52.36
Magadan (Falcon),2018,8,687.0
Makhachkala (Uytash),2018,8,107.2
Mineral water,2018,8,132.07
Peaceful,2018,8,593.53
Moscow (Vnukovo),2018,8,5729.53
Moscow (Domodedovo),2018,8,10307.97
Moscow (Sheremetyevo),2018,8,26060.4
Murmansk,2018,8,140.94
Nadym,2018,8,27.74
Nizhnevartovsk,2018,8,144.8
Nizhny Novgorod (Strigino),2018,8,70.2
Nikolaevsk-on-Amur,2018,8,1.79
Novokuznetsk,2018,8,89.7
Novosibirsk (Tolmachyovo),2018,8,2202.0
New Urengoy,2018,8,230.7
Nogliki,2018,8,5.56
Norilsk,2018,8,172.26
Noyabrsk,2018,8,46.47
Omolon,2018,8,13.0
Omsk (central),2018,8,272.0
Omsukçan,2018,8,29.24
Orenburg (central),2018,8,106.31
Okha,2018,8,6.33
Okhotsk,2018,8,59.79
Perm (Bolshoye Savino),2018,8,162.86
Petropavlovsk (Yelizovo),2018,8,1436.24
Pauline Osipenko,2018,8,0.66
Polar,2018,8,40.31
Samara (Kurumoch),2018,8,218.72
Saint Petersburg (Pulkovo),2018,8,2444.0
Saratov (central),2018,8,37.9
Sochi,2018,8,249.39
Stavropol (Shpakovskoye),2018,8,62.0
Strezhevoy,2018,8,3.0
Surgut,2018,8,289.08
Syktyvkar,2018,8,54.11
Tiksi,2018,8,34.14
Tomsk (Bogashevo),2018,8,152.75
Ust-Tsilma,2018,8,0.04
Tyumen (Roschino),2018,8,339.4
Ufa,2018,8,448.04
Khabarovsk (MVL),2018,8,7.3
Khabarovsk (New),2018,8,1805.4
Khanty-Mansiysk,2018,8,48.02
Khatanga,2018,8,0.0
Herpuchi,2018,8,0.25
Chelyabinsk (Balandino),2018,8,255.03
Reads (tub),2018,8,273.83
Çumikan,2018,8,3.45
Shakhtars'k,2018,8,1.62
Ekimçan,2018,8,0.2
Yuzhno-(Khomutovo),2018,8,863.7
Yakutsk,2018,8,829.77
Yamburg,2018,8,0.03
Yaroslavl (Tunoshna),2018,8,75.7
Abakan,2017,8,81.2
Anapa (Vitjazevo),2017,8,74.43
Arkhangelsk (Talagy),2017,8,211.1
Astrakhan (Narimanovo),2017,8,62.62
Novy Urengoy,2017,8,14.9
Blagoveshchensk,2017,8,426.5
Bugulma,2017,8,2.81
Vladivostok (Knevichi),2017,8,2084.67
Volgograd (Gumrak),2017,8,73.0
Vorkuta,2017,8,8.01
Voronezh (Chertovitskoe),2017,8,12.52
Ekaterinburg (Koltsovo),2017,8,1805.98
Ivanovo (Yuzhny),2017,8,0.0
Irkutsk,2017,8,748.54
Kazan,2017,8,0.0
Kemerovo,2017,8,111.05
Kogalym,2017,8,36.48
Komsomolsk-on-Amur,2017,8,153.03
Krasnodar (Paszkowski),2017,8,516.13
Krasnoyarsk (Emelyanovo),2017,8,1316.29
red,2017,8,3.66
Zabaykalsk,2017,8,58.74
Magadan (Falcon),2017,8,712.0
Mineral water,2017,8,140.96
Peaceful,2017,8,900.63
Moscow (Vnukovo),2017,8,5073.72
Moscow (Domodedovo),2017,8,10727.61
Moscow (Sheremetyevo),2017,8,24752.5
Murmansk,2017,8,150.5
Nadym,2017,8,33.34
Nizhnevartovsk,2017,8,199.5
Nizhny Novgorod (Strigino),2017,8,73.02
Nikolaevsk-on-Amur,2017,8,3.34
Novokuznetsk,2017,8,87.5
Novosibirsk (Tolmachyovo),2017,8,1861.7
New Urengoy,2017,8,339.8
Norilsk,2017,8,148.91
Noyabrsk,2017,8,54.53
Omsk (central),2017,8,276.0
Orenburg (central),2017,8,109.34
Perm (Bolshoye Savino),2017,8,177.83
Petropavlovsk (Yelizovo),2017,8,1280.24
Polar,2017,8,35.99
Rostov-on-Don,2017,8,415.94
Saint Petersburg (Pulkovo),2017,8,2750.0
Saratov (central),2017,8,42.7
Sochi,2017,8,288.53
Stavropol (Shpakovskoye),2017,8,70.0
Surgut,2017,8,334.7
Syktyvkar,2017,8,63.73
Tiksi,2017,8,33.81
Tomsk (Bogashevo),2017,8,171.19
Tyumen (Roschino),2017,8,325.4
Ufa,2017,8,438.97
Khabarovsk (MVL),2017,8,7.57
Khabarovsk (New),2017,8,2048.82
Khanty-Mansiysk,2017,8,49.01
Khatanga,2017,8,202.6
Chelyabinsk (Balandino),2017,8,263.71
Reads (tub),2017,8,263.85
Yuzhno-(Khomutovo),2017,8,889.06
Yakutsk,2017,8,987.59
Yamburg,2017,8,0.0
Yaroslavl (Tunoshna),2017,8,197.58
Abakan,2016,8,127.29
Anapa (Vitjazevo),2016,8,67.05
Arkhangelsk (Talagy),2016,8,147.3
Astrakhan (Narimanovo),2016,8,75.9
Novy Urengoy,2016,8,0.0
Blagoveshchensk,2016,8,318.6
Bugulma,2016,8,1.83
Vladivostok (Knevichi),2016,8,1869.4
Volgograd (Gumrak),2016,8,68.0
Vorkuta,2016,8,26.86
Voronezh (Chertovitskoe),2016,8,12.61
Ekaterinburg (Koltsovo),2016,8,1543.75
Ivanovo (Yuzhny),2016,8,32.8
Irkutsk,2016,8,900.44
Kazan,2016,8,155.74
Kemerovo,2016,8,340.37
Kogalym,2016,8,15.54
Komsomolsk-on-Amur,2016,8,168.5
Krasnodar (Paszkowski),2016,8,486.0
Krasnoyarsk (Emelyanovo),2016,8,928.57
red,2016,8,13.4
Zabaykalsk,2016,8,100.77
Magadan (Falcon),2016,8,651.52
Mineral water,2016,8,283.5
Peaceful,2016,8,1183.5
Moscow (Vnukovo),2016,8,3868.45
Moscow (Domodedovo),2016,8,10588.19
Moscow (Sheremetyevo),2016,8,20165.7
Murmansk,2016,8,129.0
Nadym,2016,8,26.86
Nizhnevartovsk,2016,8,186.1
Nizhny Novgorod (Strigino),2016,8,69.26
Nikolaevsk-on-Amur,2016,8,5.37
Novokuznetsk,2016,8,76.7
Novosibirsk (Tolmachyovo),2016,8,1437.8
New Urengoy,2016,8,306.61
Norilsk,2016,8,946.09
Noyabrsk,2016,8,50.04
Omsk (central),2016,8,254.0
Orenburg (central),2016,8,78.87
Perm (Bolshoye Savino),2016,8,166.35
Petropavlovsk (Yelizovo),2016,8,1002.83
Polar,2016,8,43.5
Rostov-on-Don,2016,8,511.75
Saint Petersburg (Pulkovo),2016,8,2541.0
Saratov (central),2016,8,45.0
Sochi,2016,8,278.83
Stavropol (Shpakovskoye),2016,8,66.0
Surgut,2016,8,256.5
Syktyvkar,2016,8,55.22
Tiksi,2016,8,46.98
Tomsk (Bogashevo),2016,8,150.78
Tyumen (Roschino),2016,8,301.8
Ufa,2016,8,280.47
Khabarovsk (MVL),2016,8,0.86
Khabarovsk (New),2016,8,1874.5
Khanty-Mansiysk,2016,8,46.85
Khatanga,2016,8,130.08
Chelyabinsk (Balandino),2016,8,235.12
Reads (tub),2016,8,331.84
Yuzhno-(Khomutovo),2016,8,933.62
Yakutsk,2016,8,1089.35
Yamburg,2016,8,0.03
Yaroslavl (Tunoshna),2016,8,195.59
Abakan,2015,8,95.2
Anapa (Vitjazevo),2015,8,90.45
Arkhangelsk (Talagy),2015,8,120.0
Astrakhan (Narimanovo),2015,8,73.78
Novy Urengoy,2015,8,12.7
Blagoveshchensk,2015,8,75.3
Bugulma,2015,8,0.48
Vladivostok (Knevichi),2015,8,1931.8
Volgograd (Gumrak),2015,8,77.0
Vorkuta,2015,8,43.14
Voronezh (Chertovitskoe),2015,8,10.31
Ekaterinburg (Koltsovo),2015,8,1580.63
Ivanovo (Yuzhny),2015,8,109.32
Irkutsk,2015,8,614.16
Kazan,2015,8,219.33
Kemerovo,2015,8,348.05
Kogalym,2015,8,26.34
Komsomolsk-on-Amur,2015,8,146.2
Krasnodar (Paszkowski),2015,8,439.27
Krasnoyarsk (Emelyanovo),2015,8,1054.73
red,2015,8,10.2
Zabaykalsk,2015,8,124.28
Magadan (Falcon),2015,8,611.0
Mineral water,2015,8,135.1
Peaceful,2015,8,655.25
Moscow (Vnukovo),2015,8,3473.21
Moscow (Domodedovo),2015,8,11519.49
Moscow (Sheremetyevo),2015,8,15514.6
Murmansk,2015,8,107.8
Nadym,2015,8,42.52
Nizhnevartovsk,2015,8,178.0
Nizhny Novgorod (Strigino),2015,8,99.77
Nikolaevsk-on-Amur,2015,8,4.88
Novokuznetsk,2015,8,79.0
Novosibirsk (Tolmachyovo),2015,8,1653.8
New Urengoy,2015,8,281.6
Norilsk,2015,8,996.78
Noyabrsk,2015,8,43.72
Omsk (central),2015,8,270.0
Orenburg (central),2015,8,90.73
Perm (Bolshoye Savino),2015,8,150.44
Petropavlovsk (Yelizovo),2015,8,1458.33
Polar,2015,8,29.06
Rostov-on-Don,2015,8,362.55
Saint Petersburg (Pulkovo),2015,8,1939.0
Saratov (central),2015,8,45.2
Sochi,2015,8,173.88
Stavropol (Shpakovskoye),2015,8,54.0
Surgut,2015,8,305.6
Syktyvkar,2015,8,51.66
Tiksi,2015,8,6.9
Tomsk (Bogashevo),2015,8,141.07
Tyumen (Roschino),2015,8,326.1
Ufa,2015,8,261.92
Khabarovsk (MVL),2015,8,6.96
Khabarovsk (New),2015,8,1827.14
Khanty-Mansiysk,2015,8,54.69
Khatanga,2015,8,137.32
Chelyabinsk (Balandino),2015,8,196.02
Reads (tub),2015,8,269.04
Yuzhno-(Khomutovo),2015,8,997.62
Yakutsk,2015,8,946.61
Yamburg,2015,8,1.16
Yaroslavl (Tunoshna),2015,8,504.9
Abakan,2014,8,89.22
Anapa (Vitjazevo),2014,8,82.3
Arkhangelsk (Talagy),2014,8,152.0
Astrakhan (Narimanovo),2014,8,109.11
Novy Urengoy,2014,8,23.1
Blagoveshchensk,2014,8,260.73
Bugulma,2014,8,3.58
Vladivostok (Knevichi),2014,8,2720.2
Volgograd (Gumrak),2014,8,87.0
Vorkuta,2014,8,49.6
Voronezh (Chertovitskoe),2014,8,2.45
Ekaterinburg (Koltsovo),2014,8,2445.1
Ivanovo (Yuzhny),2014,8,0.01
Irkutsk,2014,8,761.71
Kazan,2014,8,333.47
Kemerovo,2014,8,336.66
Kogalym,2014,8,39.7
Komsomolsk-on-Amur,2014,8,122.32
Krasnodar (Paszkowski),2014,8,609.02
Krasnoyarsk (Emelyanovo),2014,8,1313.87
red,2014,8,15.01
Zabaykalsk,2014,8,110.78
Magadan (Falcon),2014,8,705.0
Mineral water,2014,8,155.8
Peaceful,2014,8,949.95
Moscow (Vnukovo),2014,8,3403.25
Moscow (Domodedovo),2014,8,14226.86
Moscow (Sheremetyevo),2014,8,15233.9
Murmansk,2014,8,132.9
Nadym,2014,8,42.56
Nizhnevartovsk,2014,8,357.0
Nizhny Novgorod (Strigino),2014,8,96.5
Nikolaevsk-on-Amur,2014,8,6.17
Novokuznetsk,2014,8,95.0
Novosibirsk (Tolmachyovo),2014,8,2314.9
New Urengoy,2014,8,270.8
Norilsk,2014,8,930.6
Noyabrsk,2014,8,62.87
Omsk (central),2014,8,278.0
Orenburg (central),2014,8,102.01
Perm (Bolshoye Savino),2014,8,188.66
Petropavlovsk (Yelizovo),2014,8,1319.93
Polar,2014,8,102.8
Rostov-on-Don,2014,8,651.4
Saint Petersburg (Pulkovo),2014,8,2197.0
Saratov (central),2014,8,47.2
Sochi,2014,8,194.24
Stavropol (Shpakovskoye),2014,8,71.0
Surgut,2014,8,381.0
Syktyvkar,2014,8,68.15
Tiksi,2014,8,18.0
Tomsk (Bogashevo),2014,8,169.0
Tyumen (Roschino),2014,8,416.6
Ufa,2014,8,309.71
Khabarovsk (MVL),2014,8,8.97
Khabarovsk (New),2014,8,2118.11
Khanty-Mansiysk,2014,8,79.16
Khatanga,2014,8,143.98
Chelyabinsk (Balandino),2014,8,276.16
Reads (tub),2014,8,289.74
Yuzhno-(Khomutovo),2014,8,1132.1
Yakutsk,2014,8,1223.92
Yamburg,2014,8,1.68
Yaroslavl (Tunoshna),2014,8,501.82
Abakan,2013,8,78.71
Anapa (Vitjazevo),2013,8,77.21
Arkhangelsk (Talagy),2013,8,166.6
Astrakhan (Narimanovo),2013,8,84.63
Novy Urengoy,2013,8,41.2
Blagoveshchensk,2013,8,220.6
Bugulma,2013,8,4.24
Vladivostok (Knevichi),2013,8,3419.1
Volgograd (Gumrak),2013,8,71.0
Vorkuta,2013,8,90.26
Voronezh (Chertovitskoe),2013,8,8.51
Ekaterinburg (Koltsovo),2013,8,2417.04
Ivanovo (Yuzhny),2013,8,0.01
Irkutsk,2013,8,930.54
Kazan,2013,8,301.39
Kemerovo,2013,8,357.24
Kogalym,2013,8,3.0
Komsomolsk-on-Amur,2013,8,104.36
Krasnodar (Paszkowski),2013,8,644.7
Krasnoyarsk (Emelyanovo),2013,8,1648.96
red,2013,8,14.7
Zabaykalsk,2013,8,176.89
Magadan (Falcon),2013,8,885.0
Mineral water,2013,8,166.0
Peaceful,2013,8,1170.45
Moscow (Vnukovo),2013,8,3376.82
Moscow (Domodedovo),2013,8,15152.97
Moscow (Sheremetyevo),2013,8,19725.6
Murmansk,2013,8,119.3
Nadym,2013,8,48.26
Nizhnevartovsk,2013,8,438.7
Nizhny Novgorod (Strigino),2013,8,100.57
Nikolaevsk-on-Amur,2013,8,7.42
Novokuznetsk,2013,8,95.0
Novosibirsk (Tolmachyovo),2013,8,2400.5
New Urengoy,2013,8,338.7
Norilsk,2013,8,1071.14
Noyabrsk,2013,8,72.53
Omsk (central),2013,8,292.0
Orenburg (central),2013,8,112.84
Perm (Bolshoye Savino),2013,8,205.27
Petropavlovsk (Yelizovo),2013,8,1428.41
Polar,2013,8,104.23
Rostov-on-Don,2013,8,536.8
Saint Petersburg (Pulkovo),2013,8,2421.0
Saratov (central),2013,8,63.5
Sochi,2013,8,284.0
Stavropol (Shpakovskoye),2013,8,88.0
Surgut,2013,8,487.3
Syktyvkar,2013,8,79.68
Tiksi,2013,8,43.2
Tomsk (Bogashevo),2013,8,157.0
Tyumen (Roschino),2013,8,466.1
Ufa,2013,8,323.9
Khabarovsk (MVL),2013,8,25.76
Khabarovsk (New),2013,8,2366.41
Khanty-Mansiysk,2013,8,76.47
Khatanga,2013,8,176.05
Chelyabinsk (Balandino),2013,8,247.51
Reads (tub),2013,8,198.84
Yuzhno-(Khomutovo),2013,8,1373.5
Yakutsk,2013,8,1224.13
Yamburg,2013,8,3.26
Yaroslavl (Tunoshna),2013,8,446.9
Abakan,2012,8,75.88
Anapa (Vitjazevo),2012,8,97.69
Arkhangelsk (Talagy),2012,8,239.5
Astrakhan (Narimanovo),2012,8,78.77
Novy Urengoy,2012,8,40.3
Blagoveshchensk,2012,8,165.0
Bugulma,2012,8,7.02
Vladivostok (Knevichi),2012,8,3232.5
Volgograd (Gumrak),2012,8,65.0
Vorkuta,2012,8,83.01
Voronezh (Chertovitskoe),2012,8,20.84
Ekaterinburg (Koltsovo),2012,8,2336.07
Ivanovo (Yuzhny),2012,8,0.0
Irkutsk,2012,8,1016.94
Kazan,2012,8,316.92
Kemerovo,2012,8,364.66
Kogalym,2012,8,107.5
Komsomolsk-on-Amur,2012,8,210.3
Krasnodar (Paszkowski),2012,8,711.92
Krasnoyarsk (Emelyanovo),2012,8,1734.37
red,2012,8,20.69
Zabaykalsk,2012,8,448.84
Magadan (Falcon),2012,8,784.0
Mineral water,2012,8,193.0
Peaceful,2012,8,989.94
Moscow (Vnukovo),2012,8,3382.86
Moscow (Domodedovo),2012,8,15146.26
Moscow (Sheremetyevo),2012,8,27400.2
Murmansk,2012,8,125.1
Nadym,2012,8,50.4
Nizhnevartovsk,2012,8,460.5
Nizhny Novgorod (Strigino),2012,8,66.35
Nikolaevsk-on-Amur,2012,8,14.88
Novokuznetsk,2012,8,120.0
Novosibirsk (Tolmachyovo),2012,8,2279.9
New Urengoy,2012,8,213.6
Norilsk,2012,8,1300.48
Noyabrsk,2012,8,64.8
Omsk (central),2012,8,282.0
Orenburg (central),2012,8,107.43
Perm (Bolshoye Savino),2012,8,208.89
Petropavlovsk (Yelizovo),2012,8,1621.74
Polar,2012,8,444.02
Rostov-on-Don,2012,8,512.1
Saint Petersburg (Pulkovo),2012,8,2529.0
Saratov (central),2012,8,58.5
Sochi,2012,8,235.0
Stavropol (Shpakovskoye),2012,8,81.0
Surgut,2012,8,396.1
Syktyvkar,2012,8,68.72
Tiksi,2012,8,40.3
Tomsk (Bogashevo),2012,8,157.0
Tyumen (Roschino),2012,8,495.3
Ufa,2012,8,273.64
Khabarovsk (MVL),2012,8,14.65
Khabarovsk (New),2012,8,2143.84
Khanty-Mansiysk,2012,8,85.7
Khatanga,2012,8,219.31
Chelyabinsk (Balandino),2012,8,300.29
Reads (tub),2012,8,187.64
Yuzhno-(Khomutovo),2012,8,1450.1
Yakutsk,2012,8,1247.02
Yamburg,2012,8,3.39
Yaroslavl (Tunoshna),2012,8,892.4
Abakan,2011,8,73.2
Anapa (Vitjazevo),2011,8,68.56
Arkhangelsk (Talagy),2011,8,164.1
Astrakhan (Narimanovo),2011,8,61.2
Novy Urengoy,2011,8,41.0
Blagoveshchensk,2011,8,147.9
Bugulma,2011,8,5.5
Vladivostok (Knevichi),2011,8,2397.1
Volgograd (Gumrak),2011,8,73.0
Vorkuta,2011,8,54.76
Voronezh (Chertovitskoe),2011,8,19.35
Ekaterinburg (Koltsovo),2011,8,2222.94
Ivanovo (Yuzhny),2011,8,0.0
Irkutsk,2011,8,1057.02
Kazan,2011,8,522.94
Kemerovo,2011,8,358.99
Kogalym,2011,8,118.7
Komsomolsk-on-Amur,2011,8,134.43
Krasnodar (Paszkowski),2011,8,805.04
Krasnoyarsk (Emelyanovo),2011,8,1470.47
red,2011,8,21.72
Zabaykalsk,2011,8,34.3
Magadan (Falcon),2011,8,589.0
Mineral water,2011,8,145.0
Peaceful,2011,8,1030.0
Moscow (Vnukovo),2011,8,3544.15
Moscow (Domodedovo),2011,8,14924.35
Moscow (Sheremetyevo),2011,8,25052.9
Murmansk,2011,8,102.5
Nadym,2011,8,56.7
Nizhnevartovsk,2011,8,400.9
Nizhny Novgorod (Strigino),2011,8,55.21
Nikolaevsk-on-Amur,2011,8,5.76
Novokuznetsk,2011,8,124.0
Novosibirsk (Tolmachyovo),2011,8,1718.0
New Urengoy,2011,8,207.8
Norilsk,2011,8,1275.71
Noyabrsk,2011,8,51.6
Omsk (central),2011,8,284.0
Orenburg (central),2011,8,90.3
Perm (Bolshoye Savino),2011,8,181.93
Petropavlovsk (Yelizovo),2011,8,1649.45
Polar,2011,8,23.9
Rostov-on-Don,2011,8,471.8
Saint Petersburg (Pulkovo),2011,8,2258.0
Saratov (central),2011,8,47.6
Sochi,2011,8,309.0
Stavropol (Shpakovskoye),2011,8,69.0
Surgut,2011,8,382.9
Syktyvkar,2011,8,62.51
Tiksi,2011,8,35.2
Tomsk (Bogashevo),2011,8,133.0
Tyumen (Roschino),2011,8,530.7
Ufa,2011,8,262.1
Khabarovsk (MVL),2011,8,8.35
Khabarovsk (New),2011,8,1803.81
Khanty-Mansiysk,2011,8,65.99
Khatanga,2011,8,162.72
Chelyabinsk (Balandino),2011,8,233.6
Reads (tub),2011,8,174.12
Yuzhno-(Khomutovo),2011,8,1689.2
Yakutsk,2011,8,1052.62
Yamburg,2011,8,5.87
Yaroslavl (Tunoshna),2011,8,983.9
Abakan,2010,8,77.0
